person_id,icpsr,cel_icpsr,congress,chamber,bioname,state_abbrev,district_code,party_code,party_switch_split,source,votes_attended,votes_eligible,attendance_rate,votes_attended_raw,votes_eligible_raw,attendance_rate_raw,votes_trimmed,denominator_corrected,chamber_rollcalls,share_of_chamber_rollcalls,n_yea,n_nay,n_present,n_paired_yea,n_paired_nay,n_announced_yea,n_announced_nay,n_notvoting,les_classic,les2,benchmark_classic,benchmark2,les_ratio_classic,les2_ratio,les_cat_classic,les2_cat,les_rank,les2_rank,les_lag,les2_lag,party_code_last,nominate_dim1,nominate_dim2,cel_name,cel_year,cel_state,cel_district,dem,year_first_elected,female,votepct,dwnom1,dwnom2,deleg_size,subchr,afam,latino,votepct_sq,power,chair,state_leg,state_leg_prof,majority,maj_leader,min_leader,meddist,majdist,freshman,seniority,party_size,cel_party_code,born,died,commem_bill,commem_aic,commem_abc,commem_pass,commem_law,sub_bill,sub_aic,sub_abc,sub_pass,sub_law,ss_bill,ss_aic,ss_abc,ss_pass,ss_law,commem_bill_v,commem_aic_v,commem_abc_v,commem_pass_v,commem_law_v,sub_bill_v,sub_aic_v,sub_abc_v,sub_pass_v,sub_law_v,ss_bill_v,ss_aic_v,ss_abc_v,ss_pass_v,ss_law_v,all_bill_v,all_pass_v,all_aic_v,all_abc_v,all_law_v,all_bill,all_pass,all_aic,all_abc,all_law,speaker,seniority_sq
A000221,10502.0,10502.0,93,House,"ASHBROOK, John Milan",OH,17.0,200.0,0.0,both,870.0,1078.0,0.80705,870.0,1078.0,0.80705,0.0,0.0,1078.0,1.0,459.0,410.0,1.0,5.0,6.0,0.0,0.0,197.0,0.1715911775827408,,0.4337953925132751,,0.3955578505992889,,1.0,,108.0,,,,200.0,0.612,0.239,"Ashbrook, John",1973.0,OH,17.0,0.0,1960.0,0.0,57.0,0.6119999885559082,0.238999992609024,23.0,0.0,0.0,0.0,3249.0,0.0,0.0,1.0,0.3549999892711639,0.0,0.0,0.0,0.699999988079071,0.9620000123977661,0.0,7.0,197.0,200.0,1928.0,1982.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,34.0,0.0,0.0,0.0,0.0,0.0,
A000222,267.0,267.0,93,House,"ASHLEY, Thomas William Ludlow",OH,9.0,100.0,0.0,both,933.0,1078.0,0.865492,933.0,1078.0,0.865492,0.0,0.0,1078.0,1.0,617.0,316.0,0.0,4.0,2.0,3.0,1.0,135.0,3.763123989105225,,1.665719866752625,,2.259157657623291,,3.0,,26.0,,,,100.0,-0.35,-0.049,"Ashley, Thomas",1973.0,OH,9.0,1.0,1954.0,0.0,69.0,-0.3499999940395355,-0.04899999871850014,23.0,1.0,0.0,0.0,4761.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2619999945163727,5.960464566356904e-09,0.0,10.0,248.0,100.0,1923.0,2010.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,28.0,5.0,5.0,5.0,2.0,0.0,
A000224,13003.0,13003.0,93,House,"ASPIN, Leslie",WI,1.0,100.0,0.0,both,921.0,1078.0,0.85436,921.0,1078.0,0.85436,0.0,0.0,1078.0,1.0,635.0,286.0,0.0,1.0,2.0,0.0,0.0,154.0,0.4723925590515137,,0.5108124017715454,,0.9247868061065674,,2.0,,146.0,,,,100.0,-0.32,-0.125,"Aspin, Les",1973.0,WI,1.0,1.0,1970.0,0.0,64.0,-0.3199999928474426,-0.125,9.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2319999933242798,0.03000000678002834,0.0,2.0,248.0,100.0,1938.0,1995.0,2.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,93.0,0.0,0.0,0.0,0.0,0.0,
B000025,13004.0,13004.0,93,House,"BADILLO, Herman",NY,21.0,100.0,0.0,both,787.0,1078.0,0.730056,787.0,1078.0,0.730056,0.0,0.0,1078.0,1.0,516.0,271.0,0.0,15.0,14.0,0.0,0.0,262.0,0.2129384428262711,,0.5108124017715454,,0.4168623089790344,,1.0,,183.0,,,,100.0,-0.599,-0.617,"Badillo, Herman",1973.0,NY,21.0,1.0,1970.0,0.0,87.0,-0.5989999771118164,-0.6169999837875366,39.0,0.0,0.0,1.0,7569.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5109999775886536,0.2489999830722809,0.0,2.0,248.0,100.0,1929.0,2014.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,42.0,0.0,0.0,0.0,0.0,0.0,
B000029,14003.0,14003.0,93,House,"BAFALIS, Louis Arthur (Skip)",FL,10.0,200.0,0.0,both,1003.0,1078.0,0.930427,1003.0,1078.0,0.930427,0.0,0.0,1078.0,1.0,636.0,367.0,0.0,2.0,3.0,0.0,0.0,70.0,0.05168408900499344,,0.2713411748409271,,0.1904764026403427,,1.0,,172.0,,,,200.0,0.303,0.078,"Bafalis, L.",1973.0,FL,10.0,0.0,1972.0,0.0,62.0,0.3030000030994415,0.07800000160932541,15.0,0.0,0.0,0.0,3844.0,0.0,0.0,1.0,0.2240000069141388,0.0,0.0,0.0,0.3910000026226044,0.652999997138977,1.0,1.0,197.0,200.0,1929.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,
B000069,13005.0,13005.0,93,House,"BAKER, LaMar",TN,3.0,200.0,0.0,both,982.0,1078.0,0.910946,982.0,1078.0,0.910946,0.0,0.0,1078.0,1.0,628.0,352.0,2.0,3.0,7.0,3.0,0.0,83.0,0.818845808506012,,0.2984168827533722,,2.743966102600098,,3.0,,26.0,,,,200.0,0.308,0.366,"Baker, LaMar",1973.0,TN,3.0,0.0,1970.0,0.0,55.0,0.3079999983310699,0.3659999966621399,8.0,0.0,0.0,0.0,3025.0,0.0,0.0,1.0,0.1490000039339066,0.0,0.0,0.0,0.3959999978542328,0.6579999923706055,0.0,2.0,197.0,200.0,1915.0,2003.0,3.0,0.0,0.0,0.0,0.0,32.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,35.0,1.0,2.0,2.0,1.0,0.0,
B000178,465.0,465.0,93,House,"BARRETT, William Aloysius",PA,1.0,100.0,0.0,both,952.0,1078.0,0.883117,952.0,1078.0,0.883117,0.0,0.0,1078.0,1.0,654.0,298.0,0.0,3.0,1.0,0.0,0.0,122.0,1.654023051261902,,1.746947050094604,,0.9468078017234802,,2.0,,72.0,,,,100.0,-0.469,0.098,"Barrett, William",1973.0,PA,1.0,1.0,1948.0,0.0,66.0,-0.4690000116825104,0.09799999743700027,25.0,1.0,0.0,0.0,4356.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3810000121593475,0.1190000101923943,0.0,13.0,248.0,100.0,1896.0,1976.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,28.0,2.0,2.0,2.0,1.0,0.0,
B000244,14069.0,14069.0,93,House,"BAUMAN, Robert Edmund",MD,1.0,200.0,0.0,both,677.0,764.0,0.886126,677.0,764.0,0.886126,0.0,0.0,1078.0,0.70872,440.0,234.0,3.0,2.0,0.0,0.0,0.0,85.0,0.06202090531587601,,0.2713411748409271,,0.2285716682672501,,1.0,,166.0,,,,200.0,0.533,-0.116,"Bauman, Robert",1973.0,MD,1.0,0.0,1973.0,0.0,,0.5329999923706055,-0.1159999966621399,8.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.2520000040531158,0.0,0.0,0.0,0.6209999918937683,0.8830000162124634,1.0,1.0,197.0,200.0,1937.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,
B000280,14004.0,14004.0,93,House,"BEARD, Robin Leo, Jr.",TN,6.0,200.0,0.0,both,1042.0,1078.0,0.966605,1042.0,1078.0,0.966605,0.0,0.0,1078.0,1.0,608.0,422.0,12.0,0.0,1.0,0.0,0.0,35.0,0.04754935950040817,,0.2713411748409271,,0.1752382814884186,,1.0,,174.0,,,,200.0,0.297,0.34,"Beard, Robin",1973.0,TN,6.0,0.0,1972.0,0.0,55.0,0.296999990940094,0.3400000035762787,8.0,0.0,0.0,0.0,3025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3849999904632568,0.6470000147819519,1.0,1.0,197.0,200.0,1939.0,2007.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,
B000330,10505.0,10505.0,93,House,"BELL, Alphonzo",CA,28.0,200.0,0.0,both,839.0,1078.0,0.778293,839.0,1078.0,0.778293,0.0,0.0,1078.0,1.0,523.0,309.0,7.0,6.0,12.0,0.0,0.0,221.0,0.232831671833992,,0.4337953925132751,,0.5367315411567688,,2.0,,82.0,,,,200.0,0.183,-0.336,"Bell, Alphonzo",1973.0,CA,28.0,0.0,1960.0,0.0,61.0,0.1829999983310699,-0.335999995470047,43.0,0.0,0.0,0.0,3721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2709999978542328,0.5329999923706055,0.0,7.0,197.0,200.0,1914.0,2004.0,4.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,40.0,0.0,1.0,1.0,0.0,0.0,
B000371,633.0,633.0,93,House,"BENNETT, Charles Edward",FL,3.0,100.0,0.0,both,1076.0,1078.0,0.998145,1076.0,1078.0,0.998145,0.0,0.0,1078.0,1.0,750.0,326.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7264848947525024,,1.746947050094604,,0.4158596992492676,,1.0,,122.0,,,,100.0,-0.088,0.421,"Bennett, Charles",1973.0,FL,3.0,1.0,1948.0,0.0,82.0,-0.08799999952316284,0.4210000038146973,15.0,1.0,0.0,0.0,6724.0,0.0,0.0,1.0,0.2240000069141388,1.0,0.0,0.0,4.768371253405235e-10,0.2619999945163727,0.0,13.0,248.0,100.0,1910.0,2003.0,2.0,1.0,1.0,1.0,1.0,86.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,88.0,1.0,2.0,2.0,1.0,0.0,
B000408,13007.0,13007.0,93,House,"BERGLAND, Robert Selmer",MN,7.0,100.0,0.0,both,1028.0,1078.0,0.953618,1028.0,1078.0,0.953618,0.0,0.0,1078.0,1.0,722.0,306.0,0.0,6.0,1.0,0.0,0.0,43.0,0.125075489282608,,0.5108124017715454,,0.2448560148477554,,1.0,,206.0,,,,100.0,-0.38,0.021,"Bergland, Bob",1973.0,MN,7.0,1.0,1970.0,0.0,59.0,-0.3799999952316284,0.02099999971687794,8.0,0.0,0.0,0.0,3481.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2919999957084656,0.02999999560415745,0.0,2.0,248.0,100.0,1928.0,,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,25.0,0.0,0.0,0.0,0.0,0.0,
B000431,11000.0,11000.0,93,House,"BEVILL, Tom",AL,4.0,100.0,0.0,both,993.0,1078.0,0.92115,993.0,1078.0,0.92115,0.0,0.0,1078.0,1.0,641.0,352.0,0.0,2.0,4.0,1.0,0.0,78.0,0.1763335317373276,,0.5649638175964355,,0.3121147453784943,,1.0,,194.0,,,,100.0,-0.213,0.976,"Bevill, Tom",1973.0,AL,4.0,1.0,1966.0,0.0,70.0,-0.2129999995231628,0.9760000109672546,7.0,0.0,0.0,0.0,4900.0,1.0,0.0,1.0,0.08500000089406967,1.0,0.0,0.0,0.125,0.1369999945163727,0.0,4.0,248.0,100.0,1921.0,2005.0,1.0,1.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,17.0,1.0,1.0,1.0,1.0,0.0,
B000432,12003.0,12003.0,93,House,"BIAGGI, Mario",NY,10.0,100.0,0.0,both,830.0,1078.0,0.769944,830.0,1078.0,0.769944,0.0,0.0,1078.0,1.0,580.0,250.0,0.0,14.0,1.0,1.0,1.0,231.0,0.9040455222129822,,0.5378881096839905,,1.680731534957886,,3.0,,106.0,,,,100.0,-0.339,0.197,"Biaggi, Mario",1973.0,NY,10.0,1.0,1968.0,0.0,94.0,-0.3389999866485596,0.1969999969005585,39.0,0.0,0.0,0.0,8836.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2509999871253967,0.0110000129789114,0.0,3.0,248.0,100.0,1917.0,2015.0,5.0,1.0,1.0,1.0,1.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,161.0,1.0,1.0,1.0,1.0,0.0,
